link,title,snippet,date,source,sentiment,sentiment_score
https://www.theedgesingapore.com/capital/brokers-calls/uobkh-lowers-mints-tp-293-after-its-data-centre-jvs-all-cost-debt-increase,UOBKH lowers MINT’s TP to $2.93 after its data centre JV’s all-in cost of debt to increase after January expiry,UOB Kay Hian (UOBKH) analyst Jonathan Koh has maintained his “buy” call on Mapletree Industrial Trust (MINT) after he sees the REIT manager's “steady progress”...,2024-06-14,The Edge Singapore,negative,0.8223167061805725
https://www.straitstimes.com/business/companies-markets/mapletree-investments-in-the-red-with-5772-million-full-year-loss-on-valuation-decline,Mapletree Investments in the red with $577.2 million full-year loss on valuation decline,It aims to navigate the challenging landscape with a prudent investment approach. Read more at straitstimes.com.,2024-05-29,The Straits Times,negative,0.97139972448349
https://sg.finance.yahoo.com/news/4-singapore-blue-chip-stocks-233000494.html,4 Singapore Blue-Chip Stocks That Raised Their Dividends,We highlight four blue-chip stocks that managed to increase their dividends this earnings season. Mapletree Industrial Trust (SGX: ME8U),2024-08-12,Yahoo,positive,0.6941133737564087
https://sg.news.yahoo.com/3-singapore-reits-announced-acquisitions-100000866.html,3 Singapore REITs That Announced Acquisitions to Boost Their DPU: Are They a Buy?,Here are three REITs that conducted acquisitions recently. Should you add them into your income portfolio? The post 3 Singapore REITs That...,2024-10-15,Yahoo News Singapore,neutral,0.7902214527130127
https://drwealth.com/blue-chip-reits-report-lower-dpus-except-this-two-are-these-the-best-reits-in-singapore/,Blue Chip REITs Report Lower DPUs Except This Two – Are These the Best REITs in Singapore,"The share prices of S-REITs have been underperforming, pulling valuations below long term averages due to concerns about the fundamentals of...",2024-08-01,Dr Wealth,negative,0.4139680564403534
https://www.theedgesingapore.com/capital/reits/analysts-are-cautious-about-outlook-mapletree-reits,Analysts are cautious about the outlook of Mapletree REITs,"Analysts catious on outlook for Mapletree's REITs, but cheering capital management, divestment plans and undemanding valuations.",2024-05-02,The Edge Singapore,negative,0.8937989473342896
https://www.theedgesingapore.com/news/corporate-moves/temaseks-fullerton-disposes-121900-units-mint-03-mil,"Temasek’s Fullerton disposes of 121,900 units in MINT for $0.3 mil","Fullerton, an investment manager that is an indirect subsidiary of Temasek Holdings, has disposed of 121,900 units in Mapletree Industrial...",2024-09-19,The Edge Singapore,neutral,0.9473244547843933
https://www.straitstimes.com/business/mapletree-investments-sells-north-carolina-student-dorm-for-undisclosed-amount,Mapletree Investments sells North Carolina student dorm for undisclosed amount,Mapletree Investments has divested its student accommodation property in North Carolina in the United States for an undisclosed amount.,2024-06-20,The Straits Times,neutral,0.8867663145065308
https://www.straitstimes.com/business/companies-markets/investors-cautious-ahead-of-powells-address-us-inflation-data-sti-down-0-4,"Singapore shares retreat as investors await Powell’s address, US inflation data; STI down 0.4%","Shares in Singapore dipped from the previous day's rally to close lower on Feb 11, as investors stayed cautious ahead of market-moving messages from Federal...",2025-02-19,The Straits Times,negative,0.9618501663208008
https://www.theedgesingapore.com/news/reits/how-mapletree-reits-weather-interest-rate-storm,How Mapletree REITs weather the interest rate storm,"Astute capital management strategies, divestments, recycling programmes by the three Mapletree S-REITs could attract investors.",2024-05-02,The Edge Singapore,neutral,0.9150495529174805
https://thesmartinvestor.com.sg/better-buy-capitaland-integrated-commercial-trust-vs-capitaland-ascendas-reit-2/,Better Buy: CapitaLand Integrated Commercial Trust Vs CapitaLand Ascendas REIT,"It's always a useful exercise to compare two REITs to see which makes a better investment choice for yourself. Last week, we put Mapletree...",2024-05-22,The Smart Investor,neutral,0.8631797432899475
https://www.businesstimes.com.sg/companies-markets/tuan-sing-ceo-and-director-add-stakes,Tuan Sing CEO and director add to stakes,"Over the five trading sessions from Dec 6 to 12, institutions were net sellers of Singapore stocks, leading to a net institutional outflow...",2024-12-15,The Business Times,neutral,0.9422464370727539
https://blog.seedly.sg/singapore-reit-etfs-guide/,Singapore REIT ETF 2024 / 25 Guide: What Investors Need to Know!,"A look at five Singapore REIT ETFs: Phillip SGX APAC Dividend Leaders REIT ETF, NikkoAM-StraitsTrading Asia Ex Japan REIT ETF, Lion-Phillip...",2024-12-20,Seedly,neutral,0.9304586052894592
https://thesmartinvestor.com.sg/better-buy-mapletree-logistics-trust-vs-mapletree-industrial-trust-2/,Better Buy: Mapletree Logistics Trust Vs Mapletree Industrial Trust,We compare two popular industrial trusts under the Mapletree umbrella to determine which makes the better investment.,2023-06-16,The Smart Investor,neutral,0.8212076425552368
https://www.businesstimes.com.sg/companies-markets/mapletree-industrial-trusts-private-placement-closes-s2212-apiece,Mapletree Industrial Trust’s private placement closes at S$2.212 apiece,"MIT private placement has closed at the issue price of S$2.212 per new unit, or at the highest end of the estimated price range of between S$2.16 and S$2.212.",2023-05-26,The Business Times,neutral,0.9031347036361694
https://thesmartinvestor.com.sg/mapletree-industrial-trust-has-announced-its-first-acquisition-in-2-years-5-things-investors-need-to-know/,Mapletree Industrial Trust Has Announced Its First Acquisition in 2 Years: 5 Things Investors Need to Know,"Mapletree Industrial Trust (SGX: ME8U), or MIT, has joined in with its first acquisition in two years – that of a data centre in Osaka, Japan.",2023-05-31,The Smart Investor,neutral,0.8962081670761108
https://www.datacenterknowledge.com/next-gen-data-centers/digital-realty-strikes-1-4-billion-data-center-deal-with-singapore-s-mapletree,Digital Realty Strikes $1.4 Billion Data Center Deal with Singapore’s Mapletree,Digital Realty continues recycling capital to strengthen the balance sheet and generate dry powder to redeploy into core global markets.,2024-05-31,Data Center Knowledge,positive,0.8923285007476807
https://finance.yahoo.com/news/mapletree-industrial-trusts-dividend-analysis-101114175.html,Mapletree Industrial Trust's Dividend Analysis,"As of today, Mapletree Industrial Trust has a 12-month trailing dividend yield of 3.97% and a 12-month forward dividend yield of 3.98%,...",2024-01-31,Yahoo Finance,neutral,0.931377112865448
https://thesmartinvestor.com.sg/mapletree-industrial-trusts-3q-fy2024-dpu-rises-quarter-on-quarter-to-s0-0336-5-highlights-from-the-industrial-reits-latest-earnings/,Mapletree Industrial Trust's 3Q FY2024 DPU Rises Quarter on Quarter to S$0.0336: 5 Highlights from the Industrial REIT's Latest Earnings,Mapletree Industrial Trust's 3Q FY2024 DPU Rises Quarter on Quarter to S$0.0336: 5 Highlights from the Industrial REIT's Latest Earnings · 1. A...,2024-01-26,The Smart Investor,positive,0.9307159781455994
https://theindependent.sg/dbs-says-trump-win-could-boost-sgx-sats-but-negatively-impact-reits/,"DBS says Trump win could boost SGX, SATS but negatively impact REITs","SINGAPORE: As the United States approaches its pivotal elections, experts from DBS Bank are closely monitoring the potential ramifications...",2024-11-07,The Independent Singapore News,positive,0.947852373123169
https://sg.finance.yahoo.com/news/riding-ai-wave-data-centres-023000866.html,Riding the AI Wave with Data Centres: 5 Singapore REITs and Business Trusts for Your Watchlist,Here are five Singapore REITs and business trusts that stand to benefit from this trend. 1. Keppel DC REIT (SGX: AJBU),2024-06-02,Yahoo,neutral,0.9338629841804504
https://sg.finance.yahoo.com/news/singapore-best-dividend-paying-blue-100000784.html,Singapore’s Best Dividend-Paying Blue-Chip REITs for Your CPF Account,"The Central Provident Fund (CPF) account is a great way to save for your retirement. However, with the CPF Ordinary Account (OA) paying just...",2024-09-12,Yahoo,neutral,0.5116637349128723
https://www.straitstimes.com/business/mapletree-industrial-trust-to-sell-tanglin-halt-factories-for-506-million,Mapletree Industrial Trust to sell Tanglin Halt factories for $50.6 million,Mapletree Industrial Trust (MIT) will divest a cluster of two factories located at Tanglin Halt for $50.6 million to an unrelated third party.,2024-02-07,The Straits Times,neutral,0.9041631817817688
https://www.straitstimes.com/business/companies-markets/sti-climbs-on-news-of-imminent-trump-win-in-us-election,STI climbs on news of imminent Trump win in US election,"The STI inched up 0.6 per cent or 21.38 points to 3602.99 on Nov 6, but losers outshone gainers 300 to 257. Read more at straitstimes.com.",2024-11-06,The Straits Times,positive,0.8123130202293396
https://www.morningstar.com/stocks/mapletree-industrial-trust-earnings-resilient-results-kallang-way-leasing-progress-disappoints,Mapletree Industrial Trust Earnings: Resilient Results but Kallang Way Leasing Progress Disappoints,The trust achieved a positive 8.8% rental reversions for its Singapore properties despite a slight decline in occupancy rate to 93.4% this quarter from 93.7%...,2023-10-27,Morningstar,positive,0.7735017538070679
https://www.theedgesingapore.com/capital/results/mapletree-industrial-trust-reports-3qfy2024-dpu-336-cents-09-lower-y-o-y,"Mapletree Industrial Trust reports 3QFY2024 DPU of 3.36 cents, 0.9% lower y-o-y","Mapletree Industrial Trust reports 3QFY2024 DPU of 3.36 cents, 0.9% lower y-o-y ... Follow us on Facebook and join our Telegram channel for the...",2024-01-25,The Edge Singapore,negative,0.917037308216095
https://growbeansprout.com/reits-weekly-watch-21-sep-2024,REITs show mixed movement after Fed's big rate cut: REITs Weekly Watch,Singapore REITs delivered mixed share price performance following the US Federal Reserve interest rate cut.,2024-09-21,Beansprout,negative,0.8262566924095154
https://www.techerati.com/news-hub/ai-boom-fuels-singapore-investment-in-data-centres/,AI boom fuels Singapore investment in data centres,"A study by CBRE found data centres are the preferred alternative asset for REITs in Asia-Pacific, with the share of investors rising from 29% in Q1 2023 to 33%...",2024-04-12,Techerati,neutral,0.45243674516677856
https://drwealth.com/7-high-quality-reits-with-rising-dividends/,7 high quality REITs with rising dividends,High quality REITs are better for long-term investments. Lower quality REITs tend to entice investors with higher dividend yields but issues often arise...,2024-06-13,Dr Wealth,positive,0.733273983001709
https://www.costar.com/article/1184647192/loss-of-tenant-prompts-new-use-for-tennessee-data-center,News | Loss of Tenant Prompts New Use for Tennessee Data Center,Mapletree Industrial Trust Finds Long-Term Solution for Property Where AT&T Didn't Renew Lease.,2024-06-26,CoStar,negative,0.8588671684265137
https://blog.seedly.sg/mapletree-industrial-trust-sgx-me8u-guide/,Your 60-Second Guide to Mapletree Industrial Trust (SGX: ME8U) Units,"Mapletree Industrial Trust (SGX: ME8U) created history this week. On Monday, Mapletree Industrial Trust became part of the Straits Times...",2020-06-24,Seedly,neutral,0.9376735687255859
https://www.theedgesingapore.com/capital/results/mapletree-industrial-trust-posts-74-y-o-y-fall-1q20-dpu-287-cents,Mapletree Industrial Trust posts 7.4% y-o-y fall in 1Q20 DPU to 2.87 cents,SINGAPORE (July 21): The manager of Mapletree Industrial Trust (MIT) has reported a distribution per unit (DPU) of 2.87 cents for 1Q20/21...,2020-07-21,The Edge Singapore,negative,0.9726316928863525
https://www.ig.com/sg/news-and-trade-ideas/mapletree-industrial-trusts-share-price-down-2-17--after-it-post-190724,Mapletree Industrial Trust’s unit price down 2.17% after it posted a DPU of 3.10 cents for Q1,"Shares of industrial real estate investment trust (REIT) Mapletree Industrial Trust (MIT) were down by 2.17% on Wednesday (24 July,...",2019-07-24,ig.com,negative,0.9742959141731262
https://technode.global/2023/05/27/mapletree-industrial-trust-enters-japan-with-370m-data-center-acquisition-in-osaka/,Mapletree Industrial Trust enters Japan with $370M data center acquisition in Osaka,"Mapletree Industrial Trust (MIT), has announced the acquisition of a newly built data center in Osaka, Japan through the purchase of the trust beneficial...",2023-05-27,TNGlobal,positive,0.6170767545700073
https://www.mingtiandi.com/real-estate/finance/mapletree-industrial-trust-targets-data-centre-opportunities-in-europe-apac/,Mapletree Industrial Trust Looks for More Data Centres,"Sponsored by Temasek-owned property giant Mapletree Investments, MIT's focus on data centres helped boost its distributable income by 18.8...",2022-07-20,Mingtiandi,neutral,0.9189536571502686
https://blog.seedly.sg/mapletree-industrial-trust-sgx-me8u-analysis/,What You Should Know About Mapletree Industrial Trust (SGX: ME8U) At Its Share Price of S$2.77,Mapletree Industrial Trust is a REIT with a portfolio of 87 industrial properties in Singapore and 17 data centres in North America.,2020-01-30,Seedly,neutral,0.9490758180618286
https://www.straitstimes.com/business/companies-markets/mapletree-industrial-trust-private-placement-31-times-covered,Mapletree Industrial Trust's private placement of 190.3 million new units is 3.1 times covered,SINGAPORE (THE BUSINESS TIMES) - Mapletree Industrial Trust's (MIT) private placement of 190.3 million new units was around 3.1 times...,2021-05-21,The Straits Times,neutral,0.9043747186660767
https://www.mingtiandi.com/real-estate/data-centres/mapletree-industrial-trust-eyes-full-ownership-of-18b-american-data-centre-portfolio/,Mapletree Industrial Trust Eyes Full Stake in 13 Data Centres,Mapletree Industrial Trust has seen the value of those assets grow by over 31 percent and is ready to acquire the remaining ownership in the $1.8 billion...,2022-05-15,Mingtiandi,neutral,0.9032233953475952
https://www.businesstimes.com.sg/companies-markets/mapletree-industrial-trust-prices-s300m-perps-at-3.15,Mapletree Industrial Trust prices S$300m perps at 3.15%,"In a bourse filing on Tuesday morning, MIT's manager said its inaugural perp issuance drew ""strong participation from a broad spectrum of...",2021-05-04,The Business Times,neutral,0.9461384415626526
https://www.sgx.com/research-education/market-updates/20240408-reit-watch-s-reit-sectors-pb-ratio-almost-20-discount,REIT Watch - S-REIT sector’s PB ratio is at almost 20% discount to its longer-term average,The S-REIT sector is now trading at a discount of close to 20 per cent compared to its longer-term average in terms of price-to-book ratio.,2024-04-08,Singapore Exchange (SGX),neutral,0.6742532253265381
https://www.theedgesingapore.com/news/reits/mapletree-industrial-trust-announces-data-centre-acquisition-osaka,Mapletree Industrial Trust announces data centre acquisition in Osaka,Mapletree Industrial Trust announces data centre acquisition in Osaka ... Follow us on Facebook and join our Telegram channel for the latest...,2023-05-25,The Edge Singapore,neutral,0.9339424967765808
https://drwealth.com/singapore-reit-etf-guide/,Singapore REIT ETFs: A Guide for the Laid-Back Investor,"REIT ETFs track REITs Indices and are perfect for lazy (but smart) investors who prefer to invest in a basket of REITs, receive dividend payouts and watch...",2024-06-14,Dr Wealth,neutral,0.896747350692749
https://www.datacenterdynamics.com/en/news/mapletree-industrial-trust-acquires-data-center-in-osaka-japan/,"Mapletree Industrial Trust acquires data center in Osaka, Japan","Mapletree Industrial Trust acquires data center in Osaka, Japan ... Mapletree Industrial Trust has acquired a data center in Osaka, Japan, marking...",2023-05-25,Data Center Dynamics,neutral,0.6976468563079834
https://sbr.com.sg/commercial-property/news/mapletree-industrial-closes-private-placement-2212-unit,Mapletree Industrial closes private placement at $2.212 per unit,Mapletree Industrial Trust closed its private placement of 92593000 new units with a fixed issue price of $2.212 per unit.,2023-05-26,Singapore Business Review,neutral,0.8114240169525146
https://www.datacenterdynamics.com/en/news/singapores-mapletree-industrial-trust-buys-virginia-data-center/,Singapore's Mapletree Industrial Trust to buy Virginia data center,"MIT said the acquisition will cost between $200m and $262m but is still subject to change. To get a good estimation of the location, Mapletree...",2020-09-15,Data Center Dynamics,neutral,0.9134175777435303
https://www.straitstimes.com/business/companies-markets/mapletree-investments-acquires-8192-student-housing-beds-in-uk-germany-for-17-billion,"Mapletree Investments acquires 8,192 student housing beds in UK, Germany for $1.7 billion",Mapletree now has an overall student housing portfolio of 33000 beds across 47 cities. Read more at straitstimes.com.,2024-04-12,The Straits Times,neutral,0.8673083186149597
https://thesmartinvestor.com.sg/better-buy-keppel-dc-reit-vs-mapletree-industrial-trust-2/,Better Buy: Keppel DC REIT Vs Mapletree Industrial Trust,It appears that MINT is the more attractive REIT at the moment as it has a higher distribution yield and has also grown its DPU by a higher quantum.,2022-06-14,The Smart Investor,neutral,0.7828129529953003
https://www.mingtiandi.com/real-estate/data-centres/mapletree-industrial-trust-buying-29-us-data-centres/,Mapletree Industrial Trust Buying 29 US Data Centres From Sila Realty for $1.3B,Mapletree Industrial Trust Buying 29 US Data Centres From Sila Realty for $1.3B ... Singapore's Mapletree Industrial Trust is set to add to its...,2021-05-20,Mingtiandi,neutral,0.8501468300819397
https://thesmartinvestor.com.sg/4-industrial-reits-yielding-5-or-more-with-good-potential-for-upping-their-dpu/,4 Industrial REITs Yielding 5% or More with Good Potential for Upping Their DPU,"When scouting for good industrial REITs to own, you want sustainable distribution yields with a high probability of rising DPU too.",2023-06-26,The Smart Investor,positive,0.9486733675003052
https://w.media/mapletree-industrial-trust-divests-data-centre-property-in-michigan-for-10-million-usd/,Mapletree Industrial Trust Divests Data Centre Property in Michigan for 10 Million USD,"Singapore-based real estate investment trust Mapletree Industrial Trust (MIT) has divested a data centre property in Michigan, United States...",2022-06-13,Cloud Data Center Events,neutral,0.8560799956321716
https://www.businesstoday.com.my/2024/12/11/singapore-bourse-may-see-renewed-consolidation/,Singapore Bourse May See Renewed Consolidation,The Singapore stock market on Tuesday ended the two-day slide in which it had fallen almost 30 points or 0.8%.,2024-12-11,BusinessToday,positive,0.8455966711044312
https://www.costar.com/article/1287573066/high-borrowing-costs-hamper-mapletree-industrials-us-data-center-portfolio,News | High Borrowing Costs Hamper Mapletree Industrial’s US Data Center Portfolio,"Despite increasing demand for data storage capacity, Mapletree Industrial Trust's 55-property US data center portfolio posted a 4.6% annual decline in value.",2024-05-01,CoStar,negative,0.966292142868042
https://www.mingtiandi.com/real-estate/mapletree-industrial-trust-buying-osaka-data-centre/,Mapletree Industrial Trust Enters Japan With $370M Osaka Data Centre Buy,Mapletree Industrial Trust Enters Japan With $370M Osaka Data Centre Buy ... Singapore's Mapletree Industrial Trust plans to acquire a 10-megawatt...,2023-05-25,Mingtiandi,neutral,0.719960629940033
https://www.mingtiandi.com/real-estate/crelist/capitaland-commercial-trust-income-surges/,Mapletree Industrial Trust Distributions Drop 1.7% and More Asia Real Estate Headlines,"Mapletree Industrial Trust Distributions Drop 1.7% and More Asia Real Estate Headlines ... In today's roundup of regional news headlines, SGX-...",2023-04-30,Mingtiandi,negative,0.9673137664794922
https://www.reitsweek.com/2021/07/mapletree-industrial-trust-reports-16-7-rise-in-dpu.html,Mapletree Industrial Trust reports 16.7% rise in DPU,Mapletree Industrial Trust (MIT) reported on 27 July that its distribution per unit (DPU) for 1QFY21/22 has increased by 16.7% to 3.35 cents from 2.87 cents.,2021-07-27,reitsweek,positive,0.9380022883415222
https://telecomtalk.info/mapletree-acquires-data-centre-in-tokyo-japan/982548/,"Mapletree Acquires Mixed-Use Facility Comprising Data Centre in Tokyo, Japan","Mapletree Industrial Trust Management (MIT) has announced the acquisition of a mixed-use facility in Tokyo, Japan, for JPY 14.5 billion (approximately SGD 129....",2024-10-04,TelecomTalk,neutral,0.7986286282539368
https://thesmartinvestor.com.sg/4-singapore-reits-with-dividend-yields-higher-than-the-cpf-ordinary-account-and-singapore-savings-bonds/,4 Singapore REITs with Dividend Yields Higher Than the CPF Ordinary Account and Singapore Savings Bonds,Looking to earn higher returns than your CPF OA or SSB? These four REITs will provide you with that opportunity.,2024-03-26,The Smart Investor,positive,0.9117611050605774
https://thesmartinvestor.com.sg/5-reliable-singapore-reits-with-distribution-yields-of-5-2-or-more/,5 Reliable Singapore REITs with Distribution Yields of 5.2% or More,"Although the REIT sector was battered by headwinds this year, REITs continue to act as a reliable source of dividends.",2024-01-05,The Smart Investor,neutral,0.9158143997192383
https://sg.finance.yahoo.com/news/mapletree-industrial-trust-acquires-29-174621200.html,Mapletree Industrial Trust acquires 29 data centres in the US for US$1.3 bil,Mapletree Industrial Trust (MINT) has entered into a sale and purchase agreement to acquire 29 data centres in the US for a purchase...,2021-05-19,Yahoo,neutral,0.8572641015052795
https://www.businesstimes.com.sg/companies-markets/tang-group-ventures-s-reit-sector,The Tang group ventures into the S-Reit sector,"INSTITUTIONS were net buyers of Singapore stocks over the five trading sessions through to May 30, with S$108.4 million of net institutional...",2024-06-02,The Business Times,neutral,0.9274979829788208
https://www.reitsweek.com/2021/12/mapletree-industrial-trust-to-dispose-vacant-changi-south-asset.html,Mapletree Industrial Trust to dispose vacant Changi South asset,"Mapletree Industrial Trust (MIT) is disposing of 19 Changi South Street 1 for SGD13 million in cash. The asset, which has been in the REIT's portfolio since...",2021-12-23,reitsweek,neutral,0.9465234875679016
https://sg.finance.yahoo.com/news/3-singapore-reits-raised-dpus-233000667.html,3 Singapore REITs That Raised Their DPUs,The REIT sector is facing the prospects of “higher for longer” interest rates as the US Federal Reserve kept rates at a 23-year high during...,2024-05-05,Yahoo,positive,0.6044370532035828
https://www.forbes.com/sites/jonathanburgos/2021/05/21/singapores-mapletree-industrial-to-buy-us-data-centers-for-13-billion/,Singapore’s Mapletree Industrial To Buy U.S. Data Centers For $1.3 Billion,"Singapore-listed Mapletree Industrial Trust has agreed to acquire a portfolio of 29 data centers across the US for $1.3 billion from Tampa, Florida-based Sila...",2021-05-21,Forbes,neutral,0.6770276427268982
https://www.datacenterdynamics.com/en/news/mapletree-industrial-trust-divests-singapore-data-center-to-equinix-for-92m/,Mapletree Industrial Trust divests Singapore data center to Equinix for $92m,The Singaporean firm said it had divested 26A Ayer Rajah Crescent to Equinix for a sale price of S$125 million (US$92.7m).,2021-10-27,Data Center Dynamics,neutral,0.941268265247345
https://www.theedgesingapore.com/news/reits/mapletree-industrial-trust-emerges-proxy-play-covid-19-pandemic,Mapletree Industrial Trust emerges as proxy play for Covid-19 pandemic,A Tier I data centre is the basic capacity level with infrastructure to support information technology for an office setting and beyond. Tier I...,2020-11-27,The Edge Singapore,neutral,0.5190766453742981
https://sg.finance.yahoo.com/news/4-reliable-singapore-dividend-stocks-070000492.html,4 Reliable Singapore Dividend Stocks That I Never Intend to Sell,One of the most important attributes of a dividend stock is the reliability of its dividend. This aspect depends on not just the business...,2024-07-05,Yahoo,neutral,0.9397577047348022
https://growbeansprout.com/singapore-reits-share-price-resilience-2023,3 Singapore REITs that demonstrated resilience in 2023,We look at the share price performance of three Singapore REITs that showed resilience despite sector headwinds this year.,2023-12-18,Beansprout,positive,0.9140498042106628
https://www.mingtiandi.com/real-estate/people/cheah-kim-teck-joins-mapletree-industrial-trust-board/,Cheah Kim Teck Joins Mapletree Industrial Trust Board,"Now 43, Kok started his new role as the top finance executive with the Singapore-listed REIT's manager on 15 August after previously serving as...",2022-08-22,Mingtiandi,neutral,0.7952943444252014
https://drwealth.com/reits-dropped-sharply-last-week-what-is-going-on/,"REITs dropped sharply last week, what is going on.","Last week brought about quite a stir in the Singapore REIT (SREIT) market. Prices have been on a downward ride, and investors are left scratching their...",2024-06-14,Dr Wealth,negative,0.9389745593070984
https://www.businesstimes.com.sg/companies-markets/s-reit-sector-s-pb-ratio-almost-20-discount-its-longer-term-average,S-Reit sector’s PB ratio is at almost 20% discount to its longer-term average,The S-Reit sector is now trading at a discount of close to 20 per cent compared to its longer-term average in terms of price-to-book ratio.,2024-04-07,The Business Times,neutral,0.6118395924568176
https://www.theedgesingapore.com/news/reits/mapletree-industrial-trust-acquires-us-data-centre-and-office-purchase-consideration,Mapletree Industrial Trust acquires US data centre and office for purchase consideration of between $272.8 mil to $356.5 mil,"Mapletree Industrial Trust kept at 'buy' despite bittersweet separation with prime data centre asset · Despite drop in 1Q DPU, MINT still a 'buy...",2020-09-14,The Edge Singapore,neutral,0.8107916712760925
https://dollarsandsense.sg/4-mapletree-reits-singapore-investors-mapletree-north-asia-commercial-trust-rw0u-mapletree-logistics-trust-m44u-mapletree-commercial-trust-n2iu-mapletree-industrial-trust-me8u/,4 Mapletree REITS For Singapore Investors: Mapletree North Asia Commercial Trust (RW0U); Mapletree Logistics Trust (M44U); Mapletree Commercial Trust (N2IU); Mapletree Industrial Trust (ME8U),"Representing about over a fifth of Singapore's REITs market, blue-chip investors can consider investing in the Mapletree S-REITs family.",2021-12-12,DollarsAndSense.sg,neutral,0.9347034096717834
https://thesmartinvestor.com.sg/4-attractive-singapore-blue-chip-stocks-paying-a-dividend-yield-of-4-7-or-higher/,4 Attractive Singapore Blue-Chip Stocks Paying a Dividend Yield of 4.7% or Higher,Here are four Singapore blue-chip stocks sporting dividend yields of 4.7% or more.,2024-02-06,The Smart Investor,neutral,0.5418598055839539
https://www.straitstimes.com/business/companies-markets/mapletree-industrial-trust-turning-kolam-ayer-factories-into-high-tech,Mapletree Industrial Trust turning Kallang Way factories into high-tech precinct at cost of $263m,Mapletree Industrial Trust (MIT) plans to redevelop a flatted factory cluster in Kallang Way into a high-tech industrial precinct at a total project cost of...,2019-07-10,The Straits Times,neutral,0.6700515151023865
https://www.sgx.com/research-education/market-updates/20210426-reit-watch-mapletree-s-reits-grow-and-diversify,REIT Watch - Mapletree S-Reits grow and diversify,"WHAT started out over 20 years ago in 2000, to hold non-port properties transferred from PSA Corporation to Temasek Holdings,...",2021-04-26,Singapore Exchange (SGX),positive,0.8626375794410706
https://thesmartinvestor.com.sg/3-solid-blue-chip-stocks-i-plan-to-buy-with-s30000/,"3 Solid Blue-Chip Stocks I Plan to Buy with S$30,000","When it comes to reliability, it's tough to beat these three reliable blue-chip stocks.",2024-01-09,The Smart Investor,neutral,0.7859240174293518
https://www.sgx.com/research-education/market-updates/20230925-reit-watch-four-industrial-s-reits-among-best-performing,REIT Watch - Four industrial S-Reits among best performing in the year to date,"While the iEdge S-Reit Index (benchmark for the S-Reits cluster) returned flat in the year to date, the top 10 performing S-Reits within the...",2023-09-25,Singapore Exchange (SGX),positive,0.9460042715072632
https://blog.seedly.sg/ascendas-reit-a17u-vs-mapletree-industrial-trust-me8u/,Ascendas REIT Vs Mapletree Industrial Trust: Which Is The Better Buy?,"In terms of yield, on a trailing 12-month basis Ascendas is yielding 5.2% at its current unit price of S$3.12 while Mapletree Industrial's...",2019-07-03,Seedly,neutral,0.9167385697364807
https://www.syfe.com/magazine/return-to-heightened-alert-why-industrial-reits-are-safe-haven-picks-in-2021/,Industrial REITs Primed For Growth In 2022,"It's no surprise that Singapore investors like real estate investment trusts (REITs). Apart from doling out dividends on a regular basis,...",2022-03-30,Syfe,positive,0.9092963337898254
https://www.reitsweek.com/2018/12/mapletree-industrial-trust-to-acquire-nine-storey-property-for-usd195-million.html,Mapletree Industrial Trust to acquire nine-storey property for USD195 million,"Singapore REIT Mapletree Industrial Trust is acquiring 18 Tai Seng Street, a high-tech industrial building located within the Paya Lebar...",2018-12-14,reitsweek,neutral,0.9247987270355225
https://www.reitsweek.com/2019/01/mapletree-industrial-trust-collaborates-with-equinix-to-expand-data-centre-footprint.html,Mapletree Industrial Trust collaborates with Equinix to expand data centre footprint,"ByRidzwan Rahmat ... Singapore-listed industrial REIT, Mapletree Industrial Trust (MIT), is collaborating with IT company Equinix to upgrade its...",2019-01-08,reitsweek,positive,0.8444463610649109
https://thesmartinvestor.com.sg/5-solid-singapore-reits-with-distribution-yields-of-5-5-or-more/,5 Solid Singapore REITs with Distribution Yields of 5.5% or More,The REIT sector is facing the twin headwinds of surging inflation and higher interest rates. These challenges have resulted in pessimism for...,2023-11-14,The Smart Investor,neutral,0.8083217740058899
https://www.edgeprop.sg/property-news/maple-industrial-trust-acquires-remaining-60-interest-14-data-centres-us,Mapletree Industrial Trust acquires remaining 60% interest in 14 data centres in US,"The remaining 60%, valued at US$494 million or $701.5 million, is held by Mapletree DC Ventures, a wholly-owned subsidiary of Mapletree...",2020-06-23,EdgeProp Singapore,neutral,0.9324299693107605
https://thesmartinvestor.com.sg/3-singapore-listed-stocks-yielding-more-than-a-treasury-bill/,3 Singapore-Listed Stocks Yielding More Than a Treasury Bill,"With the recent cut-off yield on the six-month Singapore Treasury bill (T-bill) falling to 3.5%, investors seeking income are increasingly...",2024-02-12,The Smart Investor,positive,0.5050963759422302
https://www.sgx.com/zh-hans/research-education/market-updates/20171126-mapletree-reits-amongst-most-defensive-stocks-2018,Mapletree REITs Amongst the Most Defensive Stocks in 2018,"Between 2005 & 2013, Mapletree Logistics Trust, Mapletree Industrial Trust, Mapletree Commercial Trust & Mapletree North Asia Commercial Trust listed on SGX...",2020-02-25,Singapore Exchange (SGX),negative,0.452910453081131
https://www.theedgesingapore.com/capital/brokers-calls/whats-next-mapletree-industrial-trust-after-another-excellent-quarter,What's next for Mapletree Industrial Trust after 'another excellent quarter'?,"SINGAPORE (Jan 24): DBS Vickers Securities is reiterating its “buy” rating on Mapletree Industrial Trust (MIT) with a target price of $2.15,...",2018-01-24,The Edge Singapore,neutral,0.7766606211662292
